"drug"	"disease"	"probs"	"Drug name"	"OMIM disease name"
"DB00571"	"308600"	"0.441928991"	"Propranolol"	"Jaundice, Familial Obstructive, Of Infancy"
"DB01182"	"164230"	"0.439762758"	"Propafenone"	"Obsessive-Compulsive Disorder; Ocd"
"DB00571"	"151590"	"0.439569787"	"Propranolol"	"Lichen Sclerosus Et Atrophicus; Lsa"
"DB00734"	"601042"	"0.988388825"	"Risperidone"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00734"	"164230"	"0.987683213"	"Risperidone"	"Obsessive-Compulsive Disorder; Ocd"
"DB00398"	"109800"	"0.974587805"	"Sorafenib"	"Bladder Cancer"
"DB00884"	"208230"	"0.974472358"	"Risedronate"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00734"	"190300"	"0.97398286"	"Risperidone"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00489"	"608622"	"0.969750989"	"Sotalol"	"Hypertension, Diastolic, Resistance To"
"DB00734"	"606798"	"0.967442785"	"Risperidone"	"Blepharospasm, Benign Essential"
"DB00734"	"607459"	"0.965362164"	"Risperidone"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00268"	"164230"	"0.963632545"	"Ropinirole"	"Obsessive-Compulsive Disorder; Ocd"
"DB00734"	"127750"	"0.961979493"	"Risperidone"	"Dementia, Lewy Body; Dlb"
"DB00398"	"109350"	"0.960008892"	"Sorafenib"	"Gastroesophageal Reflux"
"DB00884"	"165720"	"0.958745702"	"Risedronate"	"Osteoarthritis Susceptibility 1; Os1"
"DB00398"	"256370"	"0.957048442"	"Sorafenib"	"Nephrotic Syndrome, Early-Onset, With Diffuse Mesangial Sclerosis"
"DB00734"	"147530"	"0.954856544"	"Risperidone"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00268"	"601042"	"0.954143061"	"Ropinirole"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00734"	"125310"	"0.951174189"	"Risperidone"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00268"	"147530"	"0.950755798"	"Ropinirole"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00884"	"157950"	"0.950625524"	"Risedronate"	"Permanent Molars, Secondary Retention Of"
"DB00884"	"215140"	"0.949787868"	"Risedronate"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB00398"	"161900"	"0.947335755"	"Sorafenib"	"Renal Failure, Progressive, With Hypertension"
"DB00884"	"161900"	"0.946694082"	"Risedronate"	"Renal Failure, Progressive, With Hypertension"
"DB00734"	"203700"	"0.944565019"	"Risperidone"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00734"	"608105"	"0.9407228"	"Risperidone"	"Epilepsy, Rolandic, With Paroxysmal Exercise-Induced Dystonia And"
"DB00268"	"127750"	"0.935141269"	"Ropinirole"	"Dementia, Lewy Body; Dlb"
"DB00734"	"104300"	"0.933428154"	"Risperidone"	"Alzheimer Disease; Ad"
"DB00884"	"166300"	"0.933161429"	"Risedronate"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00398"	"176807"	"0.927260678"	"Sorafenib"	"Prostate Cancer"
"DB00268"	"143465"	"0.926452958"	"Ropinirole"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00884"	"607850"	"0.924912495"	"Risedronate"	"Osteoarthritis Susceptibility 3; Os3"
"DB00734"	"103780"	"0.918250779"	"Risperidone"	"Alcohol Dependence"
"DB00884"	"157700"	"0.916491607"	"Risedronate"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00734"	"168600"	"0.91604425"	"Risperidone"	"Parkinson Disease; Pd"
"DB00489"	"161900"	"0.915379114"	"Sotalol"	"Renal Failure, Progressive, With Hypertension"
"DB00734"	"143465"	"0.914432486"	"Risperidone"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00884"	"140600"	"0.913187678"	"Risedronate"	"Osteoarthritis Susceptibility 2; Os2"
"DB00734"	"125320"	"0.909802574"	"Risperidone"	"Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques"
"DB00398"	"600263"	"0.909200632"	"Sorafenib"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00398"	"246470"	"0.908218841"	"Sorafenib"	"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer"
"DB00734"	"128101"	"0.901779616"	"Risperidone"	"Dystonia 4, Torsion, Autosomal Dominant; Dyt4"
"DB00734"	"146500"	"0.901258587"	"Risperidone"	"Multiple System Atrophy; Msa"
"DB01105"	"103780"	"0.898510973"	"Sibutramine"	"Alcohol Dependence"
"DB01261"	"144650"	"0.896345094"	"Sitagliptin"	"Hyperlipoproteinemia, Type V"
"DB00734"	"308350"	"0.892338798"	"Risperidone"	"Epileptic Encephalopathy, Early Infantile, 1"
"DB00884"	"189600"	"0.889057637"	"Risedronate"	"Torticollis"
"DB00398"	"114500"	"0.887399889"	"Sorafenib"	"Colorectal Cancer; Crc"
"DB00398"	"171300"	"0.88708449"	"Sorafenib"	"Pheochromocytoma"
"DB00884"	"102400"	"0.886576243"	"Risedronate"	"Acroosteolysis"
"DB00489"	"157300"	"0.884298064"	"Sotalol"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00203"	"215140"	"0.879535927"	"Sildenafil"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB00734"	"168100"	"0.878416075"	"Risperidone"	"Paralysis Agitans, Juvenile, Of Hunt"
"DB00734"	"126200"	"0.876325624"	"Risperidone"	"Multiple Sclerosis, Susceptibility To; Ms"
"DB00398"	"175505"	"0.875605074"	"Sorafenib"	"Polyposis Of Gastric Fundus Without Polyposis Coli"
"DB01105"	"145590"	"0.873609051"	"Sibutramine"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB00734"	"145590"	"0.872085757"	"Risperidone"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB00268"	"181500"	"0.87008458"	"Ropinirole"	"Schizophrenia; Sczd"
"DB00734"	"605055"	"0.864366942"	"Risperidone"	"Alzheimer Disease, Familial Early-Onset, With Coexisting Amyloid And"
"DB01399"	"607459"	"0.863270746"	"Salsalate"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB01105"	"136200"	"0.861339035"	"Sibutramine"	"Flushing Of Ears And Somnolence"
"DB01105"	"600496"	"0.861201786"	"Sibutramine"	"Maturity-Onset Diabetes Of The Young, Type 3; Mody3"
"DB01105"	"137580"	"0.860297268"	"Sibutramine"	"Gilles De La Tourette Syndrome; Gts"
"DB00489"	"115000"	"0.852225918"	"Sotalol"	"Cardiac Arrhythmia"
"DB00268"	"190300"	"0.850499945"	"Ropinirole"	"Tremor, Hereditary Essential, 1; Etm1"
"DB01105"	"143465"	"0.848254344"	"Sibutramine"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00884"	"131300"	"0.847727527"	"Risedronate"	"Camurati-Engelmann Disease"
"DB00884"	"190300"	"0.846742051"	"Risedronate"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00489"	"157700"	"0.845136434"	"Sotalol"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00268"	"137580"	"0.843330167"	"Ropinirole"	"Gilles De La Tourette Syndrome; Gts"
"DB00734"	"267740"	"0.839184798"	"Risperidone"	"Retinal Degeneration And Epilepsy"
"DB00884"	"150600"	"0.838590167"	"Risedronate"	"Legg-Calve-Perthes Disease"
"DB00398"	"133239"	"0.83740805"	"Sorafenib"	"Esophageal Cancer"
"DB01105"	"125850"	"0.82719173"	"Sibutramine"	"Maturity-Onset Diabetes Of The Young, Type 1; Mody1"
"DB00489"	"167870"	"0.825879444"	"Sotalol"	"Panic Disorder 1; Pand1"
"DB00203"	"208550"	"0.82464685"	"Sildenafil"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB01001"	"608622"	"0.821659892"	"Salbutamol"	"Hypertension, Diastolic, Resistance To"
"DB00734"	"540000"	"0.819971618"	"Risperidone"	"Mitochondrial Myopathy, Encephalopathy, Lactic Acidosis, And Stroke-Like"
"DB01105"	"181500"	"0.81799188"	"Sibutramine"	"Schizophrenia; Sczd"
"DB00398"	"276300"	"0.816807205"	"Sorafenib"	"Mismatch Repair Cancer Syndrome"
"DB00734"	"156190"	"0.81492926"	"Risperidone"	"Mental And Growth Retardation With Amblyopia"
"DB00884"	"110100"	"0.814827834"	"Risedronate"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB00884"	"252320"	"0.813371926"	"Risedronate"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00734"	"215470"	"0.811785411"	"Risperidone"	"Chorioretinal Dystrophy, Spinocerebellar Ataxia, And Hypogonadotropic"
"DB01001"	"157300"	"0.810574104"	"Salbutamol"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01105"	"607499"	"0.803939807"	"Sibutramine"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00203"	"608622"	"0.797720581"	"Sildenafil"	"Hypertension, Diastolic, Resistance To"
"DB00734"	"312910"	"0.793774375"	"Risperidone"	"Spastic Paraparesis And Deafness"
"DB00734"	"143100"	"0.79268688"	"Risperidone"	"Huntington Disease; Hd"
"DB01105"	"147530"	"0.79231165"	"Sibutramine"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB01261"	"145500"	"0.791645398"	"Sitagliptin"	"Hypertension, Essential"
"DB01105"	"144650"	"0.791100417"	"Sibutramine"	"Hyperlipoproteinemia, Type V"
"DB01105"	"144010"	"0.791085133"	"Sibutramine"	"Hypercholesterolemia, Autosomal Dominant, Type B"
"DB00203"	"266600"	"0.788933508"	"Sildenafil"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00884"	"208550"	"0.788714639"	"Risedronate"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00884"	"147530"	"0.786266143"	"Risedronate"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB01001"	"161900"	"0.784459458"	"Salbutamol"	"Renal Failure, Progressive, With Hypertension"
"DB00734"	"252320"	"0.783880646"	"Risperidone"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00203"	"157700"	"0.783526533"	"Sildenafil"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00268"	"252320"	"0.783173707"	"Ropinirole"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00734"	"254800"	"0.782860905"	"Risperidone"	"Myoclonic Epilepsy Of Unverricht And Lundborg"
"DB01261"	"161900"	"0.778578928"	"Sitagliptin"	"Renal Failure, Progressive, With Hypertension"
"DB01105"	"158280"	"0.77792363"	"Sibutramine"	"Motion Sickness"
"DB00203"	"145500"	"0.775439889"	"Sildenafil"	"Hypertension, Essential"
"DB00203"	"600807"	"0.775306276"	"Sildenafil"	"Asthma, Susceptibility To"
"DB00203"	"166300"	"0.772578365"	"Sildenafil"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00268"	"103780"	"0.771755582"	"Ropinirole"	"Alcohol Dependence"
"DB00398"	"109543"	"0.769022797"	"Sorafenib"	"Leukemia, Chronic Lymphocytic, Susceptibility To, 2"
"DB01105"	"144110"	"0.768799852"	"Sibutramine"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00734"	"110100"	"0.768631686"	"Risperidone"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB00641"	"145590"	"0.761076186"	"Simvastatin"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB00268"	"157300"	"0.760905218"	"Ropinirole"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00884"	"157300"	"0.760829185"	"Risedronate"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00734"	"102300"	"0.76076531"	"Risperidone"	"Restless Legs Syndrome, Susceptibility To, 1; Rls1"
"DB00884"	"106400"	"0.760633471"	"Risedronate"	"Ankylosing Vertebral Hyperostosis With Tylosis"
"DB00489"	"608320"	"0.756045977"	"Sotalol"	"Coronary Artery Disease, Autosomal Dominant, 1; Adcad1"
"DB00884"	"102100"	"0.755407107"	"Risedronate"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB00203"	"167870"	"0.75535561"	"Sildenafil"	"Panic Disorder 1; Pand1"
"DB01261"	"264120"	"0.753652836"	"Sitagliptin"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00268"	"607459"	"0.75259789"	"Ropinirole"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00203"	"157300"	"0.752520776"	"Sildenafil"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00734"	"608088"	"0.749049541"	"Risperidone"	"Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux"
"DB00489"	"110100"	"0.747244374"	"Sotalol"	"Blepharophimosis, Ptosis, And Epicanthus Inversus; Bpes"
"DB00268"	"605055"	"0.746664596"	"Ropinirole"	"Alzheimer Disease, Familial Early-Onset, With Coexisting Amyloid And"
"DB00884"	"601042"	"0.746053309"	"Risedronate"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00203"	"103780"	"0.744035052"	"Sildenafil"	"Alcohol Dependence"
"DB00489"	"190300"	"0.741809528"	"Sotalol"	"Tremor, Hereditary Essential, 1; Etm1"
"DB01105"	"125851"	"0.741731551"	"Sibutramine"	"Maturity-Onset Diabetes Of The Young, Type 2; Mody2"
"DB00734"	"113610"	"0.741635204"	"Risperidone"	"Branchial Myoclonus With Spastic Paraparesis And Cerebellar Ataxia"
"DB01105"	"164230"	"0.738082483"	"Sibutramine"	"Obsessive-Compulsive Disorder; Ocd"
"DB00268"	"606798"	"0.737009276"	"Ropinirole"	"Blepharospasm, Benign Essential"
"DB01261"	"103780"	"0.735261677"	"Sitagliptin"	"Alcohol Dependence"
"DB00203"	"252320"	"0.733820888"	"Sildenafil"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00268"	"190310"	"0.73075156"	"Ropinirole"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00734"	"103100"	"0.73039261"	"Risperidone"	"Adie Pupil"
"DB00884"	"145590"	"0.729703311"	"Risedronate"	"Hyperthermia, Cutaneous, With Headaches And Nausea"
"DB01105"	"208550"	"0.729325512"	"Sibutramine"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00734"	"604278"	"0.72786071"	"Risperidone"	"Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental"
"DB00734"	"608217"	"0.726707802"	"Risperidone"	"Epilepsy, Benign Neonatal, 3; Ebn3"
"DB00884"	"179600"	"0.726406986"	"Risedronate"	"Raynaud Disease"
"DB00203"	"179600"	"0.725570771"	"Sildenafil"	"Raynaud Disease"
"DB00203"	"600263"	"0.724010169"	"Sildenafil"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00489"	"252320"	"0.722512832"	"Sotalol"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB01399"	"601042"	"0.722204296"	"Salsalate"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00938"	"157300"	"0.722015516"	"Salmeterol"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00398"	"167870"	"0.721942968"	"Sorafenib"	"Panic Disorder 1; Pand1"
"DB00734"	"104130"	"0.717573809"	"Risperidone"	"Alopecia, Psychomotor Epilepsy, Pyorrhea, And Mental Subnormality"
"DB00489"	"103780"	"0.716288644"	"Sotalol"	"Alcohol Dependence"
"DB00203"	"147530"	"0.715036261"	"Sildenafil"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB01105"	"161900"	"0.714221132"	"Sibutramine"	"Renal Failure, Progressive, With Hypertension"
"DB00489"	"179600"	"0.71325192"	"Sotalol"	"Raynaud Disease"
"DB00884"	"600263"	"0.712659666"	"Risedronate"	"Helicobacter Pylori Infection, Susceptibility To"
"DB00489"	"601367"	"0.711015633"	"Sotalol"	"Stroke, Ischemic"
"DB00398"	"608622"	"0.705737662"	"Sorafenib"	"Hypertension, Diastolic, Resistance To"
"DB01001"	"210050"	"0.705480029"	"Salbutamol"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00268"	"260970"	"0.702072731"	"Ropinirole"	"Peripheral Neuropathy, Ataxia, Focal Necrotizing Encephalopathy, And"
"DB00203"	"601367"	"0.701743121"	"Sildenafil"	"Stroke, Ischemic"
"DB00398"	"270960"	"0.700752063"	"Sorafenib"	"Azoospermia Due To Perturbations Of Meiosis"
"DB01105"	"184700"	"0.700371894"	"Sibutramine"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB00884"	"167870"	"0.699330039"	"Risedronate"	"Panic Disorder 1; Pand1"
"DB00398"	"145500"	"0.699134376"	"Sorafenib"	"Hypertension, Essential"
"DB00884"	"217150"	"0.698851845"	"Risedronate"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00884"	"166760"	"0.697082583"	"Risedronate"	"Otitis Media, Susceptibility To"
"DB00203"	"157950"	"0.696306145"	"Sildenafil"	"Permanent Molars, Secondary Retention Of"
"DB00884"	"259660"	"0.69620829"	"Risedronate"	"Osteomalacia, Sclerosing, With Cerebral Calcification"
"DB00734"	"165150"	"0.696120475"	"Risperidone"	"Ophthalmoplegia, Progressive, With Scrotal Tongue And Mental Deficiency"
"DB00884"	"276300"	"0.694863276"	"Risedronate"	"Mismatch Repair Cancer Syndrome"
"DB00953"	"147530"	"0.692561426"	"Rizatriptan"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB01105"	"300494"	"0.690557204"	"Sibutramine"	"Asperger Syndrome, X-Linked, Susceptibility To, 1"
"DB00203"	"150600"	"0.689589922"	"Sildenafil"	"Legg-Calve-Perthes Disease"
"DB00203"	"304790"	"0.689352245"	"Sildenafil"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00398"	"179600"	"0.685709484"	"Sorafenib"	"Raynaud Disease"
"DB00734"	"146255"	"0.68520828"	"Risperidone"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00489"	"166300"	"0.685187437"	"Sotalol"	"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy"
"DB00884"	"134520"	"0.684886817"	"Risedronate"	"Factors Viii, Ix And Xi, Combined Deficiency Of"
"DB00203"	"189800"	"0.684218677"	"Sildenafil"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00938"	"147530"	"0.682682496"	"Salmeterol"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00398"	"137215"	"0.682497708"	"Sorafenib"	"Gastric Cancer"
"DB00398"	"114480"	"0.680893714"	"Sorafenib"	"Breast Cancer"
"DB00938"	"608622"	"0.680223275"	"Salmeterol"	"Hypertension, Diastolic, Resistance To"
"DB00203"	"600351"	"0.679869004"	"Sildenafil"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00268"	"607499"	"0.679206468"	"Ropinirole"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00398"	"194070"	"0.678911982"	"Sorafenib"	"Wilms Tumor 1; Wt1"
"DB00203"	"208230"	"0.677355535"	"Sildenafil"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00489"	"189800"	"0.675370237"	"Sotalol"	"Preeclampsia/Eclampsia 1; Pee1"
"DB00884"	"153880"	"0.674952186"	"Risedronate"	"Macular Edema, Cystoid"
"DB00884"	"259500"	"0.674624319"	"Risedronate"	"Osteogenic Sarcoma"
"DB00203"	"190300"	"0.671047869"	"Sildenafil"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00884"	"259050"	"0.670793838"	"Risedronate"	"Ossified Ear Cartilages With Mental Deficiency, Muscle Wasting, And"
"DB00734"	"208920"	"0.669558302"	"Risperidone"	"Ataxia, Early-Onset, With Oculomotor Apraxia And Hypoalbuminemia;"
"DB00884"	"114480"	"0.668524071"	"Risedronate"	"Breast Cancer"
"DB00884"	"160300"	"0.668119218"	"Risedronate"	"Myopathy, Distal, With Onset In Infancy"
"DB01261"	"608622"	"0.667217056"	"Sitagliptin"	"Hypertension, Diastolic, Resistance To"
"DB00268"	"608088"	"0.662313168"	"Ropinirole"	"Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux"
"DB00203"	"109350"	"0.662259433"	"Sildenafil"	"Gastroesophageal Reflux"
"DB00398"	"138800"	"0.65868187"	"Sorafenib"	"Goiter, Multinodular 1; Mng1"
"DB01105"	"125853"	"0.657846909"	"Sibutramine"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB00489"	"147530"	"0.657004728"	"Sotalol"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00884"	"135550"	"0.655364598"	"Risedronate"	"Fibromatosis, Gingival, With Progressive Deafness"
"DB01105"	"608622"	"0.653622188"	"Sibutramine"	"Hypertension, Diastolic, Resistance To"
"DB00398"	"273300"	"0.649889505"	"Sorafenib"	"Testicular Tumors"
"DB01105"	"145500"	"0.649175221"	"Sibutramine"	"Hypertension, Essential"
"DB00938"	"103780"	"0.648899779"	"Salmeterol"	"Alcohol Dependence"
"DB01105"	"165199"	"0.64861119"	"Sibutramine"	"Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal"
"DB00884"	"127350"	"0.648269518"	"Risedronate"	"Dyschondrosteosis And Nephritis"
"DB01105"	"125310"	"0.647490608"	"Sibutramine"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00268"	"125310"	"0.645036229"	"Ropinirole"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00884"	"174800"	"0.644515101"	"Risedronate"	"Mccune-Albright Syndrome; Mas"
"DB00489"	"145500"	"0.644242037"	"Sotalol"	"Hypertension, Essential"
"DB00884"	"604416"	"0.64395333"	"Risedronate"	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"
"DB01001"	"167870"	"0.643654621"	"Salbutamol"	"Panic Disorder 1; Pand1"
"DB00953"	"607501"	"0.643506861"	"Rizatriptan"	"Migraine Without Aura, Susceptibility To, 4"
"DB01001"	"103780"	"0.643037765"	"Salbutamol"	"Alcohol Dependence"
"DB01261"	"304790"	"0.642248039"	"Sitagliptin"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00884"	"175100"	"0.638764297"	"Risedronate"	"Adenomatous Polyposis Of The Colon; Apc"
"DB00268"	"308350"	"0.637416151"	"Ropinirole"	"Epileptic Encephalopathy, Early Infantile, 1"
"DB00398"	"601367"	"0.631887289"	"Sorafenib"	"Stroke, Ischemic"
"DB01399"	"252320"	"0.631837596"	"Salsalate"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00398"	"150699"	"0.631586032"	"Sorafenib"	"Leiomyoma, Uterine; Ul"
"DB00734"	"165199"	"0.631160774"	"Risperidone"	"Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal"
"DB01105"	"167870"	"0.630077525"	"Sibutramine"	"Panic Disorder 1; Pand1"
"DB00398"	"254400"	"0.627559605"	"Sorafenib"	"Mycosis Fungoides"
"DB00953"	"165199"	"0.626701721"	"Rizatriptan"	"Optic Atrophy, Hearing Loss, And Peripheral Neuropathy, Autosomal"
"DB00884"	"600807"	"0.626177328"	"Risedronate"	"Asthma, Susceptibility To"
"DB01105"	"146255"	"0.625504504"	"Sibutramine"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB01105"	"157300"	"0.624921802"	"Sibutramine"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01105"	"104300"	"0.624475466"	"Sibutramine"	"Alzheimer Disease; Ad"
"DB01261"	"184700"	"0.622308089"	"Sitagliptin"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB00734"	"264120"	"0.622017581"	"Risperidone"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00953"	"161900"	"0.621753852"	"Rizatriptan"	"Renal Failure, Progressive, With Hypertension"
"DB00884"	"160750"	"0.619920918"	"Risedronate"	"Myositis"
"DB01001"	"157700"	"0.617734218"	"Salbutamol"	"Mitral Valve Prolapse, Familial; Mvp"
"DB00398"	"189800"	"0.616089711"	"Sorafenib"	"Preeclampsia/Eclampsia 1; Pee1"
